"","s.name","r.name","r.type","norm","threshold","seqnames","strand","start","end","width","tel.length","chr.end"
"4821","s288c","SRR13577847.65543","nl","normalized","36-38","ref|NC_001135|","-",378,8841,8464,0.867,"3'"
"4822","s288c","SRR13577847.65569","nl","normalized","36-38","ref|NC_001142|","-",737549,745630,8082,0.418,"5'"
"4823","s288c","SRR13577847.65570","nl","normalized","36-38","ref|NC_001136|","-",1517033,1525350,8318,0.106,"5'"
"4824","s288c","SRR13577847.6563","nl","normalized","36-38","ref|NC_001133|","+",220016,230105,10090,0.46,"3'"
"4825","s288c","SRR13577847.65640","nl","normalized","36-38","ref|NC_001133|","-",68,8451,8384,0.471,"3'"
"4826","s288c","SRR13577847.65661","nl","normalized","36-38","ref|NC_001147|","-",1081947,1091248,9302,0.536,"5'"
"4827","s288c","SRR13577847.65719","nl","normalized","36-38","ref|NC_001141|","+",431120,439801,8682,0.537,"3'"
"4828","s288c","SRR13577847.6577","nl","normalized","36-38","ref|NC_001144|","-",85,8771,8687,0.393,"3'"
"4829","s288c","SRR13577847.6578","nl","normalized","36-38","ref|NC_001143|","-",74,8624,8551,0.317,"3'"
"4830","s288c","SRR13577847.65782","nl","normalized","36-38","ref|NC_001141|","-",429805,439813,10009,0.442,"5'"
"4831","s288c","SRR13577847.65827","nl","normalized","36-38","ref|NC_001137|","+",569054,576874,7821,0.429,"3'"
"4832","s288c","SRR13577847.65884","nl","normalized","36-38","ref|NC_001147|","+",1083468,1091236,7769,0.454,"3'"
"4833","s288c","SRR13577847.66016","nl","normalized","36-38","ref|NC_001133|","-",61,6612,6552,0.483,"3'"
"4834","s288c","SRR13577847.66046","nl","normalized","36-38","ref|NC_001140|","-",553666,562443,8778,0.454,"5'"
"4835","s288c","SRR13577847.66061","nl","normalized","36-38","ref|NC_001142|","-",735840,745653,9814,0.454,"5'"
"4836","s288c","SRR13577847.66075","nl","normalized","36-38","ref|NC_001144|","+",88,8319,8232,0.448,"5'"
"4837","s288c","SRR13577847.6618","nl","normalized","36-38","ref|NC_001142|","+",81,8694,8614,0.466,"5'"
"4838","s288c","SRR13577847.66209","nl","normalized","36-38","ref|NC_001147|","+",1082368,1091237,8870,0.54,"3'"
"4839","s288c","SRR13577847.66239","nl","normalized","36-38","ref|NC_001143|","+",656375,666556,10182,0.389,"3'"
"4840","s288c","SRR13577847.66275","nl","normalized","36-38","ref|NC_001145|","-",914942,924303,9362,0.372,"5'"
"4841","s288c","SRR13577847.66301","nl","normalized","36-38","ref|NC_001137|","-",1,7924,7924,0.483,"3'"
"4842","s288c","SRR13577847.66376","nl","normalized","36-38","ref|NC_001146|","+",773660,784009,10350,0.334,"3'"
"4843","s288c","SRR13577847.66378","nl","normalized","36-38","ref|NC_001148|","-",1,9113,9113,0.433,"3'"
"4844","s288c","SRR13577847.66411","nl","normalized","36-38","ref|NC_001134|","-",804292,813131,8840,0.63,"5'"
"4845","s288c","SRR13577847.66415","nl","normalized","36-38","ref|NC_001144|","+",83,7566,7484,0.448,"5'"
"4846","s288c","SRR13577847.66419","nl","normalized","36-38","ref|NC_001145|","-",69,9808,9740,0.468,"3'"
"4847","s288c","SRR13577847.66425","nl","normalized","36-38","ref|NC_001133|","-",60,8721,8662,0.361,"3'"
"4848","s288c","SRR13577847.66480","nl","normalized","36-38","ref|NC_001135|","-",369,8101,7733,0.828,"3'"
"4849","s288c","SRR13577847.66487","nl","normalized","36-38","ref|NC_001134|","+",1,9019,9019,0.336,"5'"
"4850","s288c","SRR13577847.66494","nl","normalized","36-38","ref|NC_001136|","+",1523360,1531933,8574,0.372,"3'"
"4851","s288c","SRR13577847.66614","nl","normalized","36-38","ref|NC_001138|","-",1,7597,7597,0.505,"3'"
"4852","s288c","SRR13577847.66654","nl","normalized","36-38","ref|NC_001147|","-",1081983,1091270,9288,0.472,"5'"
"4853","s288c","SRR13577847.66723","nl","normalized","36-38","ref|NC_001133|","+",55,10731,10677,0.424,"5'"
"4854","s288c","SRR13577847.66743","nl","normalized","36-38","ref|NC_001140|","+",552833,562457,9625,0.313,"3'"
"4855","s288c","SRR13577847.66765","nl","normalized","36-38","ref|NC_001143|","-",657683,666598,8916,0.33,"5'"
"4856","s288c","SRR13577847.66851","nl","normalized","36-38","ref|NC_001137|","+",1,8838,8838,0.366,"5'"
"4857","s288c","SRR13577847.66934","nl","normalized","36-38","ref|NC_001146|","+",775124,783998,8875,0.272,"3'"
"4858","s288c","SRR13577847.66995","nl","normalized","36-38","ref|NC_001144|","-",75,8102,8028,0.512,"3'"
"4859","s288c","SRR13577847.67071","nl","normalized","36-38","ref|NC_001147|","-",89,9318,9230,0.399,"3'"
"4860","s288c","SRR13577847.67074","nl","normalized","36-38","ref|NC_001145|","+",96,10782,10687,0.43,"5'"
"4861","s288c","SRR13577847.67080","nl","normalized","36-38","ref|NC_001137|","-",1,7718,7718,0.527,"3'"
"4862","s288c","SRR13577847.6709","nl","normalized","36-38","ref|NC_001142|","-",737639,745644,8006,0.542,"5'"
"4863","s288c","SRR13577847.67103","nl","normalized","36-38","ref|NC_001138|","-",261485,270126,8642,0.442,"5'"
"4864","s288c","SRR13577847.67155","nl","normalized","36-38","ref|NC_001142|","+",736552,745626,9075,0.376,"3'"
"4865","s288c","SRR13577847.67162","nl","normalized","36-38","ref|NC_001138|","+",260040,270119,10080,0.47,"3'"
"4866","s288c","SRR13577847.67170","nl","normalized","36-38","ref|NC_001137|","+",567646,576874,9229,0.436,"3'"
"4867","s288c","SRR13577847.67207","nl","normalized","36-38","ref|NC_001148|","-",1,8734,8734,0.408,"3'"
"4868","s288c","SRR13577847.67293","nl","normalized","36-38","ref|NC_001140|","+",550857,562430,11574,0.332,"3'"
"4869","s288c","SRR13577847.67356","nl","normalized","36-38","ref|NC_001137|","+",1,5510,5510,0.472,"5'"
"4870","s288c","SRR13577847.67377","nl","normalized","36-38","ref|NC_001141|","-",430809,439804,8996,0.424,"5'"
"4871","s288c","SRR13577847.67416","nl","normalized","36-38","ref|NC_001139|","-",53,11071,11019,0.419,"3'"
"4872","s288c","SRR13577847.67441","nl","normalized","36-38","ref|NC_001140|","-",553811,562430,8620,0.342,"5'"
"4873","s288c","SRR13577847.67561","nl","normalized","36-38","ref|NC_001134|","-",804487,813145,8659,0.66,"5'"
"4874","s288c","SRR13577847.67615","nl","normalized","36-38","ref|NC_001142|","-",98,8860,8763,0.7,"3'"
"4875","s288c","SRR13577847.6764","nl","normalized","36-38","ref|NC_001144|","-",84,7877,7794,0.349,"3'"
"4876","s288c","SRR13577847.67679","nl","normalized","36-38","ref|NC_001139|","+",59,10136,10078,0.424,"5'"
"4877","s288c","SRR13577847.6769","nl","normalized","36-38","ref|NC_001134|","+",1,8309,8309,0.366,"5'"
"4878","s288c","SRR13577847.67768","nl","normalized","36-38","ref|NC_001134|","+",1,9515,9515,0.354,"5'"
"4879","s288c","SRR13577847.67770","nl","normalized","36-38","ref|NC_001142|","+",735257,745630,10374,0.294,"3'"
"4880","s288c","SRR13577847.67800","nl","normalized","36-38","ref|NC_001142|","+",736946,745627,8682,0.399,"3'"
"4881","s288c","SRR13577847.6783","nl","normalized","36-38","ref|NC_001144|","-",1070805,1078177,7373,0.754,"5'"
"4882","s288c","SRR13577847.67834","nl","normalized","36-38","ref|NC_001147|","-",83,9115,9033,0.354,"3'"
"4883","s288c","SRR13577847.6795","nl","normalized","36-38","ref|NC_001140|","+",552323,562392,10070,0.444,"3'"
"4884","s288c","SRR13577847.67994","nl","normalized","36-38","ref|NC_001140|","+",47,11197,11151,0.454,"5'"
"4885","s288c","SRR13577847.68007","nl","normalized","36-38","ref|NC_001142|","+",77,8180,8104,0.472,"5'"
"4886","s288c","SRR13577847.68077","nl","normalized","36-38","ref|NC_001142|","+",735198,745638,10441,0.504,"3'"
"4887","s288c","SRR13577847.68190","nl","normalized","36-38","ref|NC_001145|","-",78,8821,8744,0.39,"3'"
"4888","s288c","SRR13577847.68209","nl","normalized","36-38","ref|NC_001141|","-",430521,439798,9278,0.512,"5'"
"4889","s288c","SRR13577847.68257","nl","normalized","36-38","ref|NC_001137|","-",568397,576874,8478,0.53,"5'"
"4890","s288c","SRR13577847.68266","nl","normalized","36-38","ref|NC_001133|","+",220598,230126,9529,0.729,"3'"
"4891","s288c","SRR13577847.68333","nl","normalized","36-38","ref|NC_001147|","+",87,9244,9158,0.442,"5'"
"4892","s288c","SRR13577847.6839","nl","normalized","36-38","ref|NC_001133|","-",55,8303,8249,0.385,"3'"
"4893","s288c","SRR13577847.68435","nl","normalized","36-38","ref|NC_001138|","+",262093,270132,8040,0.437,"3'"
"4894","s288c","SRR13577847.68446","nl","normalized","36-38","ref|NC_001145|","-",85,9568,9484,0.471,"3'"
"4895","s288c","SRR13577847.68474","nl","normalized","36-38","ref|NC_001139|","-",50,8769,8720,0.339,"3'"
"4896","s288c","SRR13577847.68545","nl","normalized","36-38","ref|NC_001147|","-",93,10724,10632,0.378,"3'"
"4897","s288c","SRR13577847.68598","nl","normalized","36-38","ref|NC_001135|","+",383,8972,8590,0.224,"5'"
"4898","s288c","SRR13577847.6867","nl","normalized","36-38","ref|NC_001142|","+",81,9341,9261,0.36,"5'"
"4899","s288c","SRR13577847.68675","nl","normalized","36-38","ref|NC_001146|","-",774650,784025,9376,0.26,"5'"
"4900","s288c","SRR13577847.68712","nl","normalized","36-38","ref|NC_001143|","-",658472,666575,8104,0.412,"5'"
"4901","s288c","SRR13577847.68781","nl","normalized","36-38","ref|NC_001148|","-",1,8718,8718,0.344,"3'"
"4902","s288c","SRR13577847.68785","nl","normalized","36-38","ref|NC_001135|","-",305243,316502,11260,0.418,"5'"
"4903","s288c","SRR13577847.68812","nl","normalized","36-38","ref|NC_001142|","+",737421,745648,8228,0.283,"3'"
"4904","s288c","SRR13577847.68820","nl","normalized","36-38","ref|NC_001135|","-",374,11100,10727,0.88,"3'"
"4905","s288c","SRR13577847.68845","nl","normalized","36-38","ref|NC_001144|","-",109,10901,10793,0.379,"3'"
"4906","s288c","SRR13577847.68860","nl","normalized","36-38","ref|NC_001144|","+",77,10269,10193,0.448,"5'"
"4907","s288c","SRR13577847.68871","nl","normalized","36-38","ref|NC_001140|","+",70,7955,7886,0.43,"5'"
"4908","s288c","SRR13577847.68884","nl","normalized","36-38","ref|NC_001142|","-",736750,745630,8881,0.424,"5'"
"4909","s288c","SRR13577847.68917","nl","normalized","36-38","ref|NC_001145|","-",914732,924303,9572,0.372,"5'"
"4910","s288c","SRR13577847.68918","nl","normalized","36-38","ref|NC_001134|","-",1,8916,8916,0.464,"3'"
"4911","s288c","SRR13577847.68923","nl","normalized","36-38","ref|NC_001144|","-",5751,14016,8266,0.349,"3'"
"4912","s288c","SRR13577847.68949","nl","normalized","36-38","ref|NC_001145|","+",71,9356,9286,0.46,"5'"
"4913","s288c","SRR13577847.69017","nl","normalized","36-38","ref|NC_001139|","+",74,8846,8773,0.418,"5'"
"4914","s288c","SRR13577847.69063","nl","normalized","36-38","ref|NC_001139|","+",50,8692,8643,0.636,"5'"
"4915","s288c","SRR13577847.69075","nl","normalized","36-38","ref|NC_001144|","-",123,8351,8229,0.369,"3'"
"4916","s288c","SRR13577847.69093","nl","normalized","36-38","ref|NC_001140|","+",57,10142,10086,0.348,"5'"
"4917","s288c","SRR13577847.69212","nl","normalized","36-38","ref|NC_001134|","+",1,9865,9865,0.448,"5'"
"4918","s288c","SRR13577847.69268","nl","normalized","36-38","ref|NC_001141|","-",430592,439821,9230,0.36,"5'"
"4919","s288c","SRR13577847.69326","nl","normalized","36-38","ref|NC_001143|","+",83,9376,9294,0.406,"5'"
"4920","s288c","SRR13577847.69477","nl","normalized","36-38","ref|NC_001134|","+",1,8763,8763,0.366,"5'"
"4921","s288c","SRR13577847.69503","nl","normalized","36-38","ref|NC_001145|","+",68,8716,8649,0.354,"5'"
"4922","s288c","SRR13577847.69512","nl","normalized","36-38","ref|NC_001138|","+",1,7392,7392,0.372,"5'"
"4923","s288c","SRR13577847.69556","nl","normalized","36-38","ref|NC_001142|","-",95,8158,8064,0.573,"3'"
"4924","s288c","SRR13577847.69576","nl","normalized","36-38","ref|NC_001137|","-",566868,576874,10007,0.43,"5'"
"4925","s288c","SRR13577847.69584","nl","normalized","36-38","ref|NC_001145|","+",70,8435,8366,0.36,"5'"
"4926","s288c","SRR13577847.69621","nl","normalized","36-38","ref|NC_001142|","+",737603,745642,8040,0.31,"3'"
"4927","s288c","SRR13577847.69628","nl","normalized","36-38","ref|NC_001143|","-",75,9341,9267,0.338,"3'"
"4928","s288c","SRR13577847.69645","nl","normalized","36-38","ref|NC_001142|","+",52,7705,7654,0.572,"5'"
"4929","s288c","SRR13577847.69654","nl","normalized","36-38","ref|NC_001135|","+",366,8230,7865,0.472,"5'"
"4930","s288c","SRR13577847.69757","nl","normalized","36-38","ref|NC_001134|","-",1,10218,10218,0.476,"3'"
"4931","s288c","SRR13577847.69783","nl","normalized","36-38","ref|NC_001138|","+",1,7191,7191,0.454,"5'"
"4932","s288c","SRR13577847.69799","nl","normalized","36-38","ref|NC_001144|","+",101,8357,8257,0.436,"5'"
"4933","s288c","SRR13577847.6981","nl","normalized","36-38","ref|NC_001142|","-",86,7825,7740,0.808,"3'"
"4934","s288c","SRR13577847.69819","nl","normalized","36-38","ref|NC_001144|","-",109,9712,9604,0.412,"3'"
"4935","s288c","SRR13577847.69964","nl","normalized","36-38","ref|NC_001147|","+",98,7831,7734,0.424,"5'"
"4936","s288c","SRR13577847.70137","nl","normalized","36-38","ref|NC_001144|","+",1068595,1078177,9583,0.764,"3'"
"4937","s288c","SRR13577847.70201","nl","normalized","36-38","ref|NC_001133|","+",220588,230122,9535,0.423,"3'"
"4938","s288c","SRR13577847.70208","nl","normalized","36-38","ref|NC_001140|","+",29,7962,7934,0.366,"5'"
"4939","s288c","SRR13577847.70224","nl","normalized","36-38","ref|NC_001140|","+",552255,562423,10169,0.421,"3'"
"4940","s288c","SRR13577847.70231","nl","normalized","36-38","ref|NC_001140|","+",74,8218,8145,0.43,"5'"
"4941","s288c","SRR13577847.70257","nl","normalized","36-38","ref|NC_001135|","-",306995,316491,9497,0.518,"5'"
"4942","s288c","SRR13577847.70514","nl","normalized","36-38","ref|NC_001143|","-",658682,666585,7904,0.318,"5'"
"4943","s288c","SRR13577847.70546","nl","normalized","36-38","ref|NC_001142|","+",736817,745641,8825,0.383,"3'"
"4944","s288c","SRR13577847.70581","nl","normalized","36-38","ref|NC_001144|","+",1070590,1078177,7588,0.759,"3'"
"4945","s288c","SRR13577847.70612","nl","normalized","36-38","ref|NC_001136|","+",1524668,1531933,7266,0.424,"3'"
"4946","s288c","SRR13577847.70624","nl","normalized","36-38","ref|NC_001139|","-",80,8259,8180,0.348,"3'"
"4947","s288c","SRR13577847.70652","nl","normalized","36-38","ref|NC_001145|","+",915110,924288,9179,0.271,"3'"
"4948","s288c","SRR13577847.7067","nl","normalized","36-38","ref|NC_001145|","+",68,7294,7227,0.454,"5'"
"4949","s288c","SRR13577847.70681","nl","normalized","36-38","ref|NC_001137|","-",569336,576874,7539,0.33,"5'"
"4950","s288c","SRR13577847.70732","nl","normalized","36-38","ref|NC_001137|","+",1,8052,8052,0.466,"5'"
"4951","s288c","SRR13577847.70756","nl","normalized","36-38","ref|NC_001138|","+",1,7493,7493,0.466,"5'"
"4952","s288c","SRR13577847.70763","nl","normalized","36-38","ref|NC_001137|","-",1,8368,8368,0.542,"3'"
"4953","s288c","SRR13577847.70819","nl","normalized","36-38","ref|NC_001135|","+",307814,316501,8688,0.413,"3'"
"4954","s288c","SRR13577847.70882","nl","normalized","36-38","ref|NC_001140|","+",30,8736,8707,0.466,"5'"
"4955","s288c","SRR13577847.709","nl","normalized","36-38","ref|NC_001136|","+",1522237,1531933,9697,0.427,"3'"
"4956","s288c","SRR13577847.70933","nl","normalized","36-38","ref|NC_001133|","+",220762,230123,9362,0.51,"3'"
"4957","s288c","SRR13577847.70970","nl","normalized","36-38","ref|NC_001147|","+",1081812,1091257,9446,0.435,"3'"
"4958","s288c","SRR13577847.71047","nl","normalized","36-38","ref|NC_001145|","+",913011,924285,11275,0.309,"3'"
"4959","s288c","SRR13577847.71067","nl","normalized","36-38","ref|NC_001144|","-",109,7905,7797,0.406,"3'"
"4960","s288c","SRR13577847.71072","nl","normalized","36-38","ref|NC_001142|","+",67,7780,7714,0.472,"5'"
"4961","s288c","SRR13577847.71081","nl","normalized","36-38","ref|NC_001135|","-",308153,316510,8358,0.43,"5'"
"4962","s288c","SRR13577847.71106","nl","normalized","36-38","ref|NC_001147|","+",1080765,1091235,10471,0.484,"3'"
"4963","s288c","SRR13577847.71113","nl","normalized","36-38","ref|NC_001138|","+",1,7572,7572,0.366,"5'"
"4964","s288c","SRR13577847.71192","nl","normalized","36-38","ref|NC_001144|","+",110,9179,9070,0.43,"5'"
"4965","s288c","SRR13577847.71266","nl","normalized","36-38","ref|NC_001143|","+",657175,666556,9382,0.38,"3'"
"4966","s288c","SRR13577847.71402","nl","normalized","36-38","ref|NC_001138|","+",1,8463,8463,0.366,"5'"
"4967","s288c","SRR13577847.71408","nl","normalized","36-38","ref|NC_001143|","+",655281,666562,11282,0.278,"3'"
"4968","s288c","SRR13577847.71437","nl","normalized","36-38","ref|NC_001142|","+",736179,745639,9461,0.328,"3'"
"4969","s288c","SRR13577847.71492","nl","normalized","36-38","ref|NC_001133|","+",59,8435,8377,0.324,"5'"
"4970","s288c","SRR13577847.71512","nl","normalized","36-38","ref|NC_001142|","-",90,9219,9130,0.422,"3'"
"4971","s288c","SRR13577847.71538","nl","normalized","36-38","ref|NC_001139|","+",49,10365,10317,0.324,"5'"
"4972","s288c","SRR13577847.7155","nl","normalized","36-38","ref|NC_001134|","+",1,8479,8479,0.366,"5'"
"4973","s288c","SRR13577847.71556","nl","normalized","36-38","ref|NC_001145|","-",61,8188,8128,0.394,"3'"
"4974","s288c","SRR13577847.71563","nl","normalized","36-38","ref|NC_001147|","+",1080706,1091250,10545,0.33,"3'"
"4975","s288c","SRR13577847.71609","nl","normalized","36-38","ref|NC_001138|","-",261491,270121,8631,0.524,"5'"
"4976","s288c","SRR13577847.71697","nl","normalized","36-38","ref|NC_001136|","-",1523796,1531933,8138,0.33,"5'"
"4977","s288c","SRR13577847.71759","nl","normalized","36-38","ref|NC_001142|","+",99,8771,8673,0.536,"5'"
"4978","s288c","SRR13577847.71791","nl","normalized","36-38","ref|NC_001142|","+",734506,745639,11134,0.274,"3'"
"4979","s288c","SRR13577847.71896","nl","normalized","36-38","ref|NC_001138|","+",1,7290,7290,0.354,"5'"
"4980","s288c","SRR13577847.71918","nl","normalized","36-38","ref|NC_001137|","-",1,8777,8777,0.444,"3'"
"4981","s288c","SRR13577847.71980","nl","normalized","36-38","ref|NC_001136|","+",1523281,1531933,8653,0.297,"3'"
"4982","s288c","SRR13577847.72008","nl","normalized","36-38","ref|NC_001147|","+",1083312,1091257,7946,0.303,"3'"
"4983","s288c","SRR13577847.7202","nl","normalized","36-38","ref|NC_001137|","-",568153,576874,8722,0.43,"5'"
"4984","s288c","SRR13577847.72097","nl","normalized","36-38","ref|NC_001144|","+",46,8407,8362,0.566,"5'"
"4985","s288c","SRR13577847.72194","nl","normalized","36-38","ref|NC_001141|","-",431026,439795,8770,0.318,"5'"
"4986","s288c","SRR13577847.72267","nl","normalized","36-38","ref|NC_001143|","-",657298,666601,9304,0.26,"5'"
"4987","s288c","SRR13577847.72274","nl","normalized","36-38","ref|NC_001142|","-",121,8287,8167,0.388,"3'"
"4988","s288c","SRR13577847.72368","nl","normalized","36-38","ref|NC_001135|","+",367,9057,8691,0.472,"5'"
"4989","s288c","SRR13577847.72375","nl","normalized","36-38","ref|NC_001146|","+",1,9878,9878,0.36,"5'"
"4990","s288c","SRR13577847.72376","nl","normalized","36-38","ref|NC_001148|","-",940117,948066,7950,0.254,"5'"
"4991","s288c","SRR13577847.72429","nl","normalized","36-38","ref|NC_001139|","+",53,11780,11728,0.424,"5'"
"4992","s288c","SRR13577847.72511","nl","normalized","36-38","ref|NC_001148|","-",1,8634,8634,0.379,"3'"
"4993","s288c","SRR13577847.72526","nl","normalized","36-38","ref|NC_001145|","+",66,8041,7976,0.454,"5'"
"4994","s288c","SRR13577847.72537","nl","normalized","36-38","ref|NC_001146|","+",774662,784010,9349,0.225,"3'"
"4995","s288c","SRR13577847.72654","nl","normalized","36-38","ref|NC_001137|","+",566858,576874,10017,0.403,"3'"
"4996","s288c","SRR13577847.72755","nl","normalized","36-38","ref|NC_001140|","+",553841,562409,8569,0.51,"3'"
"4997","s288c","SRR13577847.72756","nl","normalized","36-38","ref|NC_001133|","-",221386,230120,8735,0.436,"5'"
"4998","s288c","SRR13577847.72786","nl","normalized","36-38","ref|NC_001141|","-",429880,439810,9931,0.442,"5'"
"4999","s288c","SRR13577847.72806","nl","normalized","36-38","ref|NC_001136|","+",1524113,1531933,7821,0.568,"3'"
"5000","s288c","SRR13577847.72926","nl","normalized","36-38","ref|NC_001144|","-",109,9436,9328,0.347,"3'"
"5001","s288c","SRR13577847.72990","nl","normalized","36-38","ref|NC_001134|","-",803831,813123,9293,0.512,"5'"
"5002","s288c","SRR13577847.73019","nl","normalized","36-38","ref|NC_001144|","-",70,9188,9119,0.587,"3'"
"5003","s288c","SRR13577847.73047","nl","normalized","36-38","ref|NC_001137|","-",1,9354,9354,0.469,"3'"
"5004","s288c","SRR13577847.73111","nl","normalized","36-38","ref|NC_001145|","-",79,9013,8935,0.614,"3'"
"5005","s288c","SRR13577847.73133","nl","normalized","36-38","ref|NC_001134|","+",1,9002,9002,0.43,"5'"
"5006","s288c","SRR13577847.73205","nl","normalized","36-38","ref|NC_001140|","+",46,9934,9889,0.454,"5'"
"5007","s288c","SRR13577847.73272","nl","normalized","36-38","ref|NC_001134|","+",804888,813134,8247,0.427,"3'"
"5008","s288c","SRR13577847.73307","nl","normalized","36-38","ref|NC_001136|","-",1523854,1531933,8080,0.354,"5'"
"5009","s288c","SRR13577847.73317","nl","normalized","36-38","ref|NC_001148|","-",1,8281,8281,0.329,"3'"
"5010","s288c","SRR13577847.73320","nl","normalized","36-38","ref|NC_001134|","+",1,8117,8117,0.442,"5'"
"5011","s288c","SRR13577847.73348","nl","normalized","36-38","ref|NC_001136|","+",1520553,1531933,11381,0.297,"3'"
"5012","s288c","SRR13577847.73371","nl","normalized","36-38","ref|NC_001142|","+",78,11147,11070,0.166,"5'"
"5013","s288c","SRR13577847.73401","nl","normalized","36-38","ref|NC_001134|","-",1,10842,10842,0.365,"3'"
"5014","s288c","SRR13577847.73428","nl","normalized","36-38","ref|NC_001140|","+",552201,562438,10238,0.371,"3'"
"5015","s288c","SRR13577847.73444","nl","normalized","36-38","ref|NC_001146|","-",775604,784018,8415,0.336,"5'"
"5016","s288c","SRR13577847.73505","nl","normalized","36-38","ref|NC_001144|","-",1067639,1078177,10539,0.83,"5'"
"5017","s288c","SRR13577847.73546","nl","normalized","36-38","ref|NC_001145|","+",78,8088,8011,0.536,"5'"
"5018","s288c","SRR13577847.73557","nl","normalized","36-38","ref|NC_001141|","+",431626,439801,8176,0.685,"3'"
"5019","s288c","SRR13577847.73584","nl","normalized","36-38","ref|NC_001133|","+",220445,230117,9673,0.57,"3'"
"5020","s288c","SRR13577847.73625","nl","normalized","36-38","ref|NC_001146|","+",774351,784012,9662,0.503,"3'"
"5021","s288c","SRR13577847.73629","nl","normalized","36-38","ref|NC_001140|","+",46,9832,9787,0.466,"5'"
"5022","s288c","SRR13577847.73687","nl","normalized","36-38","ref|NC_001147|","-",101,9337,9237,0.392,"3'"
"5023","s288c","SRR13577847.73730","nl","normalized","36-38","ref|NC_001142|","-",115,7976,7862,0.672,"3'"
"5024","s288c","SRR13577847.73753","nl","normalized","36-38","ref|NC_001148|","+",1,9355,9355,0.436,"5'"
"5025","s288c","SRR13577847.73762","nl","normalized","36-38","ref|NC_001144|","-",67,7688,7622,0.51,"3'"
"5026","s288c","SRR13577847.73828","nl","normalized","36-38","ref|NC_001138|","-",4655,12339,7685,0.048,"3'"
"5027","s288c","SRR13577847.73835","nl","normalized","36-38","ref|NC_001142|","-",89,9023,8935,0.398,"3'"
"5028","s288c","SRR13577847.73839","nl","normalized","36-38","ref|NC_001133|","+",220480,230122,9643,0.349,"3'"
"5029","s288c","SRR13577847.73889","nl","normalized","36-38","ref|NC_001146|","-",1,8548,8548,0.433,"3'"
"5030","s288c","SRR13577847.73905","nl","normalized","36-38","ref|NC_001145|","-",916342,924274,7933,0.312,"5'"
"5031","s288c","SRR13577847.73960","nl","normalized","36-38","ref|NC_001140|","-",554097,562429,8333,0.53,"5'"
"5032","s288c","SRR13577847.73987","nl","normalized","36-38","ref|NC_001147|","+",82,8867,8786,0.46,"5'"
"5033","s288c","SRR13577847.74020","nl","normalized","36-38","ref|NC_001145|","-",80,8829,8750,0.478,"3'"
"5034","s288c","SRR13577847.74034","nl","normalized","36-38","ref|NC_001139|","-",1081806,1090940,9135,0.342,"5'"
"5035","s288c","SRR13577847.74101","nl","normalized","36-38","ref|NC_001140|","+",56,8162,8107,0.248,"5'"
"5036","s288c","SRR13577847.74129","nl","normalized","36-38","ref|NC_001144|","-",118,8511,8394,0.496,"3'"
"5037","s288c","SRR13577847.74142","nl","normalized","36-38","ref|NC_001142|","-",736873,745617,8745,0.412,"5'"
"5038","s288c","SRR13577847.74207","nl","normalized","36-38","ref|NC_001142|","+",81,10035,9955,0.572,"5'"
"5039","s288c","SRR13577847.74275","nl","normalized","36-38","ref|NC_001142|","-",113,10276,10164,0.661,"3'"
"5040","s288c","SRR13577847.74276","nl","normalized","36-38","ref|NC_001140|","+",36,8804,8769,0.366,"5'"
"5041","s288c","SRR13577847.74280","nl","normalized","36-38","ref|NC_001133|","+",221119,230112,8994,0.495,"3'"
"5042","s288c","SRR13577847.74335","nl","normalized","36-38","ref|NC_001134|","+",1,7692,7692,0.348,"5'"
"5043","s288c","SRR13577847.74367","nl","normalized","36-38","ref|NC_001145|","-",915756,924301,8546,0.354,"5'"
"5044","s288c","SRR13577847.74487","nl","normalized","36-38","ref|NC_001139|","+",21,8781,8761,0.36,"5'"
"5045","s288c","SRR13577847.74490","nl","normalized","36-38","ref|NC_001145|","+",54,7948,7895,0.466,"5'"
"5046","s288c","SRR13577847.74494","nl","normalized","36-38","ref|NC_001140|","+",554214,562439,8226,0.457,"3'"
"5047","s288c","SRR13577847.74496","nl","normalized","36-38","ref|NC_001144|","-",109,9603,9495,0.479,"3'"
"5048","s288c","SRR13577847.74514","nl","normalized","36-38","ref|NC_001139|","+",1082889,1090940,8052,0.299,"3'"
"5049","s288c","SRR13577847.7452","nl","normalized","36-38","ref|NC_001136|","+",1522120,1531933,9814,0.311,"3'"
"5050","s288c","SRR13577847.74538","nl","normalized","36-38","ref|NC_001143|","+",658524,666582,8059,0.274,"3'"
"5051","s288c","SRR13577847.74545","nl","normalized","36-38","ref|NC_001134|","+",804486,813132,8647,0.693,"3'"
"5052","s288c","SRR13577847.74582","nl","normalized","36-38","ref|NC_001146|","-",1,8877,8877,0.411,"3'"
"5053","s288c","SRR13577847.74584","nl","normalized","36-38","ref|NC_001142|","+",46,8624,8579,0.472,"5'"
"5054","s288c","SRR13577847.74591","nl","normalized","36-38","ref|NC_001142|","-",736720,745658,8939,0.372,"5'"
"5055","s288c","SRR13577847.74631","nl","normalized","36-38","ref|NC_001142|","+",737506,745639,8134,0.482,"3'"
"5056","s288c","SRR13577847.74634","nl","normalized","36-38","ref|NC_001143|","+",79,8999,8921,0.412,"5'"
"5057","s288c","SRR13577847.7469","nl","normalized","36-38","ref|NC_001143|","-",55,10665,10611,0.415,"3'"
